죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
특가법(통화위조),법인체[개],-,-,-,-,-
기타통화에관한죄,발생건수[건],352,374,234,118,165
기타통화에관한죄,검거건수[건],49,59,30,17,20
기타통화에관한죄,발생건수 대비 검거건수[%],13.9,15.8,12.8,14.4,12.1
기타통화에관한죄,검거인원[명],287,338,215,87,89
기타통화에관한죄,남자검거인원[명],40,45,28,24,17
기타통화에관한죄,여자검거인원[명],9,18,10,3,4
기타통화에관한죄,불상검거인원[명],238,275,177,60,68
기타통화에관한죄,법인체[개],-,-,-,-,-
문서·인장,발생건수[건],12290,11343,11533,10472,11259
문서·인장,검거건수[건],10794,9610,9055,7771,7997
문서·인장,발생건수 대비 검거건수[%],87.8,84.7,78.5,74.2,71
문서·인장,검거인원[명],16864,17788,17863,13040,13229
문서·인장,남자검거인원[명],11673,12272,11740,8690,8976
문서·인장,여자검거인원[명],4312,4461,4317,3191,3383
문서·인장,불상검거인원[명],879,1055,1806,1159,870
문서·인장,법인체[개],60,73,79,48,41
공문서위조·변조,발생건수[건],2205,2312,2217,1542,1999
공문서위조·변조,검거건수[건],1873,1957,1794,1169,1371
공문서위조·변조,발생건수 대비 검거건수[%],84.9,84.6,80.9,75.8,68.6
공문서위조·변조,검거인원[명],4013,4013,3928,2334,2624
공문서위조·변조,남자검거인원[명],2606,2541,2319,1495,1608
공문서위조·변조,여자검거인원[명],1151,1156,1174,592,762
공문서위조·변조,불상검거인원[명],256,316,435,247,254
공문서위조·변조,법인체[개],18,12,24,10,11
공전자기록등위작·변작,발생건수[건],55,49,63,78,86
공전자기록등위작·변작,검거건수[건],48,40,58,40,59
공전자기록등위작·변작,발생건수 대비 검거건수[%],87.3,81.6,92.1,51.3,68.6
공전자기록등위작·변작,검거인원[명],83,114,141,123,134
공전자기록등위작·변작,남자검거인원[명],61,46,86,73,100
공전자기록등위작·변작,여자검거인원[명],22,60,51,39,27
공전자기록등위작·변작,불상검거인원[명],-,8,4,11,7
공전자기록등위작·변작,법인체[개],-,-,-,1,-
사문서위조·변조,발생건수[건],8590,7961,7604,6914,7033
사문서위조·변조,검거건수[건],7585,6875,6400,5625,5492
사문서위조·변조,발생건수 대비 검거건수[%],88.3,86.4,84.2,81.4,78.1
사문서위조·변조,검거인원[명],11881,12416,11809,8995,8922
사문서위조·변조,남자검거인원[명],8379,8877,8377,6270,6305
사문서위조·변조,여자검거인원[명],2978,3037,2844,2343,2363
사문서위조·변조,불상검거인원[명],524,502,588,382,254
사문서위조·변조,법인체[개],39,57,51,35,28
사전자기록등위작·변작,발생건수[건],348,563,1157,1345,1449
사전자기록등위작·변작,검거건수[건],257,370,429,477,562
사전자기록등위작·변작,발생건수 대비 검거건수[%],73.9,65.7,37.1,35.5,38.8
사전자기록등위작·변작,검거인원[명],413,677,1395,1092,1095
사전자기록등위작·변작,남자검거인원[명],262,387,546,480,609
사전자기록등위작·변작,여자검거인원[명],95,130,173,148,180
사전자기록등위작·변작,불상검거인원[명],56,160,676,464,306
사전자기록등위작·변작,법인체[개],1,4,4,2,1
공인등의위조·부정사용및행사,발생건수[건],950,283,313,442,560
공인등의위조·부정사용및행사,검거건수[건],907,212,222,328,411
공인등의위조·부정사용및행사,발생건수 대비 검거건수[%],95.5,74.9,70.9,74.2,73.4
공인등의위조·부정사용및행사,검거인원[명],262,284,339,288,300
공인등의위조·부정사용및행사,남자검거인원[명],209,208,241,226,246
공인등의위조·부정사용및행사,여자검거인원[명],15,11,11,10,9
공인등의위조·부정사용및행사,불상검거인원[명],38,65,87,52,45
공인등의위조·부정사용및행사,법인체[개],1,-,-,-,1
사인등의위조·부정사용및행사,발생건수[건],142,175,179,151,132
사인등의위조·부정사용및행사,검거건수[건],124,156,152,132,102
사인등의위조·부정사용및행사,발생건수 대비 검거건수[%],87.3,89.1,84.9,87.4,77.3
사인등의위조·부정사용및행사,검거인원[명],212,284,251,208,154
사인등의위조·부정사용및행사,남자검거인원[명],156,213,171,146,108
사인등의위조·부정사용및행사,여자검거인원[명],51,67,64,59,42
사인등의위조·부정사용및행사,불상검거인원[명],5,4,16,3,4
사인등의위조·부정사용및행사,법인체[개],1,-,-,-,-
유가증권인지,발생건수[건],197,140,84,63,58
유가증권인지,검거건수[건],153,103,68,39,39
유가증권인지,발생건수 대비 검거건수[%],77.7,73.6,81,61.9,67.2
유가증권인지,검거인원[명],332,252,136,82,90
유가증권인지,남자검거인원[명],254,178,102,59,72
유가증권인지,여자검거인원[명],48,40,23,11,15
유가증권인지,불상검거인원[명],30,34,11,12,3
유가증권인지,법인체[개],2,5,-,-,-
유가증권위조·변조,발생건수[건],152,140,84,63,58
유가증권위조·변조,검거건수[건],111,103,68,39,39
유가증권위조·변조,발생건수 대비 검거건수[%],73,73.6,81,61.9,67.2
유가증권위조·변조,검거인원[명],282,252,136,82,90
유가증권위조·변조,남자검거인원[명],214,178,102,59,72
유가증권위조·변조,여자검거인원[명],39,40,23,11,15
유가증권위조·변조,불상검거인원[명],29,34,11,12,3
유가증권위조·변조,법인체[개],2,5,-,-,-
우표(인지)등위조·변조,발생건수[건],45,-,-,-,-
우표(인지)등위조·변조,검거건수[건],42,-,-,-,-
우표(인지)등위조·변조,발생건수 대비 검거건수[%],93.3,-,-,-,-
우표(인지)등위조·변조,검거인원[명],50,-,-,-,-
우표(인지)등위조·변조,남자검거인원[명],40,-,-,-,-
우표(인지)등위조·변조,여자검거인원[명],9,-,-,-,-
우표(인지)등위조·변조,불상검거인원[명],1,-,-,-,-
우표(인지)등위조·변조,법인체[개],-,-,-,-,-
사기,발생건수[건],270029,304472,347675,294075,325848
사기,검거건수[건],202300,225121,237407,180418,191900
사기,발생건수 대비 검거건수[%],74.9,73.9,68.3,61.4,58.9
사기,검거인원[명],315627,349329,369317,231204,224977
사기,남자검거인원[명],189100,201152,209019,140397,147301
사기,여자검거인원[명],56091,61483,60870,40778,42925
사기,불상검거인원[명],70436,86694,99428,50029,34751
사기,법인체[개],660,708,678,325,330
사기,검거건수[건],194686,216737,227379,170980,181577
사기,발생건수 대비 검거건수[%],74.7,73.7,68.7,63.4,61.3
사기,검거인원[명],298243,328026,338902,203661,198402
사기,남자검거인원[명],177274,186547,190237,125221,132019
사기,여자검거인원[명],51621,56430,54920,35358,38003
사기,불상검거인원[명],69348,85049,93745,43082,28380
사기,법인체[개],598,606,599,277,282
사기(상습),발생건수[건],827,653,1023,456,520
사기(상습),검거건수[건],784,600,1008,429,461
사기(상습),발생건수 대비 검거건수[%],94.8,91.9,98.5,94.1,88.7
사기(상습),검거인원[명],562,456,459,264,412
사기(상습),남자검거인원[명],443,400,396,221,331
사기(상습),여자검거인원[명],106,56,52,39,72
사기(상습),불상검거인원[명],13,-,11,4,9
사기(상습),법인체[개],1,-,-,-,-
준사기,발생건수[건],146,119,161,145,183
준사기,검거건수[건],132,107,141,120,147
준사기,발생건수 대비 검거건수[%],90.4,89.9,87.6,82.8,80.3
준사기,검거인원[명],236,211,277,224,254
준사기,남자검거인원[명],161,141,196,166,173
준사기,여자검거인원[명],68,59,71,50,74
준사기,불상검거인원[명],7,11,10,8,7
준사기,법인체[개],-,1,-,-,-
준사기(상습),발생건수[건],1,2,197,-,2
준사기(상습),검거건수[건],1,2,197,-,2
준사기(상습),발생건수 대비 검거건수[%],100,100,100,-,100
준사기(상습),검거인원[명],1,5,4,-,3
준사기(상습),남자검거인원[명],-,2,3,-,2
준사기(상습),여자검거인원[명],1,3,1,-,1
준사기(상습),불상검거인원[명],-,-,-,-,-
준사기(상습),법인체[개],-,-,-,-,-
컴퓨터등사용사기,발생건수[건],2415,2914,7381,16652,21637
컴퓨터등사용사기,검거건수[건],1508,1613,1988,2920,3862
컴퓨터등사용사기,발생건수 대비 검거건수[%],62.4,55.4,26.9,17.5,17.8
컴퓨터등사용사기,검거인원[명],2539,3550,8215,10054,11557
컴퓨터등사용사기,남자검거인원[명],1331,1761,2164,2600,4242
컴퓨터등사용사기,여자검거인원[명],328,398,583,722,1180
컴퓨터등사용사기,불상검거인원[명],880,1391,5468,6732,6135
컴퓨터등사용사기,법인체[개],2,3,6,4,-
편의시설부정이용,발생건수[건],805,1203,1630,1255,1475
편의시설부정이용,검거건수[건],638,948,1281,857,993
편의시설부정이용,발생건수 대비 검거건수[%],79.3,78.8,78.6,68.3,67.3
편의시설부정이용,검거인원[명],926,1384,1820,1246,1429
편의시설부정이용,남자검거인원[명],735,1086,1494,992,1127
편의시설부정이용,여자검거인원[명],125,201,249,184,228
편의시설부정이용,불상검거인원[명],66,97,77,70,74
편의시설부정이용,법인체[개],10,14,19,11,12
부당이득,발생건수[건],58,42,72,31,45
부당이득,검거건수[건],46,33,64,23,28
부당이득,발생건수 대비 검거건수[%],79.3,78.6,88.9,74.2,62.2
부당이득,검거인원[명],71,62,103,46,49
부당이득,남자검거인원[명],47,44,83,28,33
부당이득,여자검거인원[명],21,17,20,11,14
부당이득,불상검거인원[명],3,1,-,7,2
부당이득,법인체[개],1,-,1,-,-
부당이득(상습),발생건수[건],-,-,1,-,-
부당이득(상습),검거건수[건],-,-,-,-,-
부당이득(상습),발생건수 대비 검거건수[%],-,-,-,-,-
부당이득(상습),검거인원[명],-,-,1,-,-
부당이득(상습),남자검거인원[명],-,-,1,-,-
부당이득(상습),여자검거인원[명],-,-,-,-,-
부당이득(상습),불상검거인원[명],-,-,-,-,-
부당이득(상습),법인체[개],-,-,-,-,-
특경법(사기),발생건수[건],2553,2436,2572,2073,2960
특경법(사기),검거건수[건],2005,2001,2019,1717,2172
특경법(사기),발생건수 대비 검거건수[%],78.5,82.1,78.5,82.8,73.4
특경법(사기),검거인원[명],5890,5876,6472,4210,4830
특경법(사기),남자검거인원[명],4636,4630,5118,3276,3703
특경법(사기),여자검거인원[명],1136,1105,1253,816,994
특경법(사기),불상검거인원[명],118,141,101,118,133
특경법(사기),법인체[개],48,82,43,30,34
보험사기방지특별법위반,발생건수[건],2559,3163,3465,3638,2959
보험사기방지특별법위반,검거건수[건],2500,3080,3330,3372,2658
보험사기방지특별법위반,발생건수 대비 검거건수[%],97.7,97.4,96.1,92.7,89.8
보험사기방지특별법위반,검거인원[명],7159,9759,13064,11499,8041
보험사기방지특별법위반,남자검거인원[명],4473,6541,9327,7893,5671
보험사기방지특별법위반,여자검거인원[명],2685,3214,3721,3598,2359
보험사기방지특별법위반,불상검거인원[명],1,4,16,8,11
보험사기방지특별법위반,법인체[개],-,2,10,3,2
횡령,발생건수[건],55113,58508,58889,50421,60220
횡령,검거건수[건],27107,27091,27883,23124,25548
횡령,발생건수 대비 검거건수[%],49.2,46.3,47.3,45.9,42.4
횡령,검거인원[명],37875,38010,39182,29808,32198
횡령,남자검거인원[명],28054,27905,28762,21670,23474
횡령,여자검거인원[명],8463,8612,9132,7681,8207
횡령,불상검거인원[명],1358,1493,1288,457,517
횡령,법인체[개],74,86,100,44,44
횡령,검거건수[건],9236,8907,9027,6410,6550
횡령,발생건수 대비 검거건수[%],84.5,83.6,79.8,73.6,67.7
횡령,검거인원[명],14432,13767,13839,9606,9757
횡령,남자검거인원[명],11136,10531,10622,7174,7420
횡령,여자검거인원[명],2937,2954,3023,2311,2223
횡령,불상검거인원[명],359,282,194,121,114
횡령,법인체[개],33,32,26,14,15
업무상횡령,발생건수[건],6680,6031,5792,4705,5167
업무상횡령,검거건수[건],6138,5433,5192,4081,4361
업무상횡령,발생건수 대비 검거건수[%],91.9,90.1,89.6,86.7,84.4
업무상횡령,검거인원[명],9295,9241,9452,6687,6726
업무상횡령,남자검거인원[명],7198,7215,7224,5175,5196
업무상횡령,여자검거인원[명],1958,1888,2032,1424,1443
업무상횡령,불상검거인원[명],139,138,196,88,87
업무상횡령,법인체[개],30,50,59,22,23
점유이탈물등횡령,발생건수[건],36767,41198,41087,36419,44596
점유이탈물등횡령,검거건수[건],11126,12215,13075,12119,14067
점유이탈물등횡령,발생건수 대비 검거건수[%],30.3,29.6,31.8,33.3,31.5
점유이탈물등횡령,검거인원[명],12420,13633,14381,12394,14570
점유이탈물등횡령,남자검거인원[명],8307,9120,9768,8483,10005
점유이탈물등횡령,여자검거인원[명],3267,3465,3733,3678,4281
점유이탈물등횡령,불상검거인원[명],846,1048,880,233,284
점유이탈물등횡령,법인체[개],1,1,-,-,-
특경법(횡령),발생건수[건],736,628,703,586,782
특경법(횡령),검거건수[건],607,536,589,514,570
특경법(횡령),발생건수 대비 검거건수[%],82.5,85.4,83.8,87.7,72.9
특경법(횡령),검거인원[명],1728,1369,1510,1121,1145
특경법(횡령),남자검거인원[명],1413,1039,1148,838,853
특경법(횡령),여자검거인원[명],301,305,344,268,260
특경법(횡령),불상검거인원[명],14,25,18,15,32
특경법(횡령),법인체[개],10,3,15,8,6
배임,발생건수[건],4344,4566,4092,3466,3606
배임,검거건수[건],3904,4065,3545,3027,2823
배임,발생건수 대비 검거건수[%],89.9,89,86.6,87.3,78.3
배임,검거인원[명],8612,8593,8726,5928,6026
배임,남자검거인원[명],6726,6599,6766,4628,4637
배임,여자검거인원[명],1584,1631,1688,1142,1083
배임,불상검거인원[명],302,363,272,158,306
배임,법인체[개],56,61,49,39,32
배임,발생건수[건],1301,1264,1081,699,693
배임,검거건수[건],1155,1102,918,601,537
배임,발생건수 대비 검거건수[%],88.8,87.2,84.9,86,77.5
배임,검거인원[명],2075,2131,1788,1017,880
배임,남자검거인원[명],1430,1397,1200,666,567
배임,여자검거인원[명],596,590,533,340,289
배임,불상검거인원[명],49,144,55,11,24
배임,법인체[개],12,19,16,4,2
업무상배임,발생건수[건],1964,2671,2332,1896,2177
업무상배임,검거건수[건],1771,2422,2052,1642,1743
업무상배임,발생건수 대비 검거건수[%],90.2,90.7,88,86.6,80.1
업무상배임,검거인원[명],4214,4566,4852,3428,3627
업무상배임,남자검거인원[명],3375,3626,3829,2700,2806
업무상배임,여자검거인원[명],674,771,873,614,611
업무상배임,불상검거인원[명],165,169,150,114,210
업무상배임,법인체[개],25,39,27,22,22
배임수재,발생건수[건],193,127,111,243,89
배임수재,검거건수[건],169,121,98,234,67
배임수재,발생건수 대비 검거건수[%],87.6,95.3,88.3,96.3,75.3
배임수재,검거인원[명],693,423,362,190,181
배임수재,남자검거인원[명],584,362,288,169,162
배임수재,여자검거인원[명],109,59,55,19,10
배임수재,불상검거인원[명],-,2,19,2,9
배임수재,법인체[개],6,1,1,-,-
배임증재,발생건수[건],28,38,21,129,16
배임증재,검거건수[건],27,34,19,126,13
배임증재,발생건수 대비 검거건수[%],96.4,89.5,90.5,97.7,81.2
배임증재,검거인원[명],231,158,213,110,61
배임증재,남자검거인원[명],209,141,167,97,52
배임증재,여자검거인원[명],21,17,39,13,9
배임증재,불상검거인원[명],1,-,7,-,-
배임증재,법인체[개],-,1,1,1,-
특경법(배임),발생건수[건],813,430,501,459,589
특경법(배임),검거건수[건],749,354,424,386,430
특경법(배임),발생건수 대비 검거건수[%],92.1,82.3,84.6,84.1,73
특경법(배임),검거인원[명],1282,1214,1420,1117,1215
특경법(배임),남자검거인원[명],1029,983,1203,936,992
특경법(배임),여자검거인원[명],170,183,178,151,162
특경법(배임),불상검거인원[명],83,48,39,30,61
특경법(배임),법인체[개],11,1,4,12,7
특경법(수재등),발생건수[건],19,13,16,14,15
특경법(수재등),검거건수[건],14,11,16,13,14
특경법(수재등),발생건수 대비 검거건수[%],73.7,84.6,100,92.9,93.3
특경법(수재등),검거인원[명],69,39,40,28,21
특경법(수재등),남자검거인원[명],58,35,31,25,21
특경법(수재등),여자검거인원[명],7,4,8,2,-
특경법(수재등),불상검거인원[명],4,-,1,1,-
특경법(수재등),법인체[개],-,-,-,-,-
특경법(증재등),발생건수[건],1,3,4,2,2
특경법(증재등),검거건수[건],1,2,3,2,2
특경법(증재등),발생건수 대비 검거건수[%],100,66.7,75,100,100
특경법(증재등),검거인원[명],9,10,8,4,6
특경법(증재등),남자검거인원[명],9,10,6,4,6
특경법(증재등),여자검거인원[명],-,-,1,-,-
특경법(증재등),불상검거인원[명],-,-,1,-,-
특경법(증재등),법인체[개],-,-,-,-,-
특경법(알선수재),발생건수[건],25,20,26,24,25
특경법(알선수재),검거건수[건],18,19,15,23,17
특경법(알선수재),발생건수 대비 검거건수[%],72,95,57.7,95.8,68
특경법(알선수재),검거인원[명],39,52,43,34,35
특경법(알선수재),남자검거인원[명],32,45,42,31,31
특경법(알선수재),여자검거인원[명],7,7,1,3,2
특경법(알선수재),불상검거인원[명],-,-,-,-,2
특경법(알선수재),법인체[개],2,-,-,-,1
풍속범죄,발생건수[건],20162,21153,22632,23360,27113
풍속범죄,검거건수[건],18390,19279,20514,20139,22384
풍속범죄,발생건수 대비 검거건수[%],91.2,91.1,90.6,86.2,82.6
풍속범죄,검거인원[명],34347,35901,36974,30919,34213
풍속범죄,남자검거인원[명],28720,30342,31673,26784,28735
풍속범죄,여자검거인원[명],4115,4082,3713,2777,2810
풍속범죄,불상검거인원[명],1512,1477,1588,1358,2668
풍속범죄,법인체[개],73,43,19,10,10
성풍속범죄,발생건수[건],14158,13145,14497,16969,22650
성풍속범죄,검거건수[건],12505,11452,12625,13988,18127
성풍속범죄,발생건수 대비 검거건수[%],88.3,87.1,87.1,82.4,80
성풍속범죄,검거인원[명],14137,13790,15064,15913,22062
성풍속범죄,남자검거인원[명],12282,12116,13143,13953,18593
성풍속범죄,여자검거인원[명],627,606,664,764,986
성풍속범죄,불상검거인원[명],1228,1068,1257,1196,2483
성풍속범죄,법인체[개],73,39,17,9,8
간통,발생건수[건],1,2,-,-,-
간통,검거건수[건],-,1,-,-,-
간통,발생건수 대비 검거건수[%],-,50,-,-,-
간통,검거인원[명],2,3,-,-,-
간통,남자검거인원[명],1,-,-,-,-
간통,여자검거인원[명],1,2,-,-,-
간통,불상검거인원[명],-,1,-,-,-
간통,법인체[개],-,-,-,-,-
혼인빙자간음,발생건수[건],-,-,-,-,-
혼인빙자간음,검거건수[건],1,1,-,-,-
혼인빙자간음,발생건수 대비 검거건수[%],-,-,-,-,-
혼인빙자간음,검거인원[명],1,-,-,-,-
혼인빙자간음,남자검거인원[명],1,-,-,-,-
혼인빙자간음,여자검거인원[명],-,-,-,-,-
혼인빙자간음,불상검거인원[명],-,-,-,-,-
혼인빙자간음,법인체[개],-,-,-,-,-
혼인빙자간음(위계간음),발생건수[건],-,-,1,-,1
혼인빙자간음(위계간음),검거건수[건],-,-,1,-,1
혼인빙자간음(위계간음),발생건수 대비 검거건수[%],-,-,100,-,100
혼인빙자간음(위계간음),검거인원[명],-,-,1,-,1
혼인빙자간음(위계간음),남자검거인원[명],-,-,1,-,1
혼인빙자간음(위계간음),여자검거인원[명],-,-,-,-,-
혼인빙자간음(위계간음),불상검거인원[명],-,-,-,-,-
혼인빙자간음(위계간음),법인체[개],-,-,-,-,-
공연음란,발생건수[건],2612,2960,2606,2518,2343
공연음란,검거건수[건],2017,2304,2064,2034,1912
공연음란,발생건수 대비 검거건수[%],77.2,77.8,79.2,80.8,81.6
공연음란,검거인원[명],2210,2579,2271,2069,1943
공연음란,남자검거인원[명],2047,2319,2079,1988,1859
공연음란,여자검거인원[명],35,57,43,37,58
공연음란,불상검거인원[명],128,203,149,44,26
공연음란,법인체[개],-,-,-,-,-
음행매개,발생건수[건],-,-,-,7,1
음행매개,검거건수[건],-,-,-,6,1
음행매개,발생건수 대비 검거건수[%],-,-,-,85.7,100
음행매개,검거인원[명],-,-,-,9,1
음행매개,남자검거인원[명],-,-,-,5,1
음행매개,여자검거인원[명],-,-,-,4,-
음행매개,불상검거인원[명],-,-,-,-,-
음행매개,법인체[개],-,-,-,-,-
"음화등반포(판매,임대,전시,제조)",발생건수[건],13,12,19,10,15
"음화등반포(판매,임대,전시,제조)",검거건수[건],10,9,16,6,10
"음화등반포(판매,임대,전시,제조)",발생건수 대비 검거건수[%],76.9,75,84.2,60,66.7
"음화등반포(판매,임대,전시,제조)",검거인원[명],19,12,8,10,12
"음화등반포(판매,임대,전시,제조)",남자검거인원[명],12,9,7,9,8
"음화등반포(판매,임대,전시,제조)",여자검거인원[명],2,-,-,-,3
"음화등반포(판매,임대,전시,제조)",불상검거인원[명],5,3,1,1,1
"음화등반포(판매,임대,전시,제조)",법인체[개],-,-,1,-,1
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수[건],2463,1482,1409,793,598
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거건수[건],2056,1163,982,501,365
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수 대비 검거건수[%],83.5,78.5,69.7,63.2,61
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거인원[명],2940,2044,1408,763,596
정보통신망이용촉진및정보보호등에관한법률(음란물유포),남자검거인원[명],2167,1575,902,513,381
정보통신망이용촉진및정보보호등에관한법률(음란물유포),여자검거인원[명],194,121,85,57,46
정보통신망이용촉진및정보보호등에관한법률(음란물유포),불상검거인원[명],579,348,421,193,169
정보통신망이용촉진및정보보호등에관한법률(음란물유포),법인체[개],73,38,13,7,6
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수[건],5925,5764,4881,5541,5876
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",검거건수[건],5613,5442,4617,4916,5077
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수 대비 검거건수[%],94.7,94.4,94.6,88.7,86.4
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",검거인원[명],5495,5558,4991,5051,5637
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",남자검거인원[명],5108,5108,4519,4607,5107
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",여자검거인원[명],188,278,293,261,230
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",불상검거인원[명],199,172,179,183,300
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",법인체[개],-,-,-,-,1
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수[건],1365,1437,2047,5067,10563
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거건수[건],1218,1224,1701,3956,8214
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수 대비 검거건수[%],89.2,85.2,83.1,78.1,77.8
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거인원[명],1581,1590,2296,4987,10689
성폭력범죄의처벌등에관한특례법(통신매체이용음란),남자검거인원[명],1330,1323,1861,4144,8503
성폭력범죄의처벌등에관한특례법(통신매체이용음란),여자검거인원[명],87,81,131,298,526
성폭력범죄의처벌등에관한특례법(통신매체이용음란),불상검거인원[명],164,186,304,545,1660
성폭력범죄의처벌등에관한특례법(통신매체이용음란),법인체[개],-,-,-,-,-
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수[건],639,666,686,534,603
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),검거건수[건],581,627,629,501,537
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수 대비 검거건수[%],90.9,94.1,91.7,93.8,89.1
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),검거인원[명],627,718,687,518,542
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),남자검거인원[명],600,691,656,507,525
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),여자검거인원[명],7,11,11,6,12
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),불상검거인원[명],20,16,20,5,5
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),법인체[개],-,-,-,-,-
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),발생건수[건],988,735,2621,1628,1598
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),검거건수[건],858,594,2412,1438,1322
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),발생건수 대비 검거건수[%],86.8,80.8,92,88.3,82.7
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),검거인원[명],1030,1151,3131,1677,1651
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),남자검거인원[명],865,999,2915,1546,1509
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),여자검거인원[명],35,13,57,35,30
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),불상검거인원[명],130,139,159,96,112
아동·청소년의성보호에관한법률위반(아동·청소년성착취물소지·제작·배포등),법인체[개],-,-,3,2,-
풍속영업의규제에관한법률,발생건수[건],152,87,76,66,61
풍속영업의규제에관한법률,검거건수[건],151,87,76,65,61
풍속영업의규제에관한법률,발생건수 대비 검거건수[%],99.3,100,100,98.5,100
풍속영업의규제에관한법률,검거인원[명],232,135,112,86,93
풍속영업의규제에관한법률,남자검거인원[명],151,92,77,67,67
풍속영업의규제에관한법률,여자검거인원[명],78,43,34,19,26
풍속영업의규제에관한법률,불상검거인원[명],3,-,1,-,-
풍속영업의규제에관한법률,법인체[개],-,1,-,-,-
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수[건],,,31,259,170
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",검거건수[건],,,23,150,100
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수 대비 검거건수[%],,,74.2,57.9,58.8
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",검거인원[명],,,35,229,160
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",남자검거인원[명],,,22,147,107
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",여자검거인원[명],,,3,15,5
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",불상검거인원[명],,,10,67,48
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",법인체[개],,,-,-,-
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수[건],,,120,546,821
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",검거건수[건],,,104,415,527
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수 대비 검거건수[%],,,86.7,76,64.2
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",검거인원[명],,,124,514,737
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",남자검거인원[명],,,104,420,525
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",여자검거인원[명],,,7,32,50
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",불상검거인원[명],,,13,62,162
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",법인체[개],,,-,-,-
도박범죄,발생건수[건],6004,8008,8135,6391,4463
도박범죄,검거건수[건],5885,7827,7889,6151,4257
도박범죄,발생건수 대비 검거건수[%],98,97.7,97,96.2,95.4
도박범죄,검거인원[명],20210,22111,21910,15006,12151
도박범죄,남자검거인원[명],16438,18226,18530,12831,10142
도박범죄,여자검거인원[명],3488,3476,3049,2013,1824
도박범죄,불상검거인원[명],284,409,331,162,185
도박범죄,법인체[개],-,4,2,1,2
도박,발생건수[건],3716,4034,3940,3269,2241
도박,검거건수[건],3718,3993,3881,3168,2179
도박,발생건수 대비 검거건수[%],100.1,99,98.5,96.9,97.2
도박,검거인원[명],14945,14892,14660,10744,8256
도박,남자검거인원[명],11936,11961,12051,9118,6819
도박,여자검거인원[명],2894,2769,2477,1540,1326
도박,불상검거인원[명],115,162,132,86,111
도박,법인체[개],-,-,-,-,-
도박(상습),발생건수[건],100,84,34,36,51
도박(상습),검거건수[건],102,82,32,33,51
도박(상습),발생건수 대비 검거건수[%],102,97.6,94.1,91.7,100
도박(상습),검거인원[명],279,269,176,117,185
도박(상습),남자검거인원[명],198,242,150,95,145
